"Year"	"Vessel"	"station"	"lat"	"long"	"year"	"month"	"Chrysaora melanaster (catch number)"	"Date"
"94"	2012	"BE"	136	63.9823	-169.0007	2012	9	3	"201209"
"95"	2012	"BE"	137	63.9816	-168.0052	2012	9	0	"201209"
"96"	2012	"BE"	138	63.9727	-166.9765	2012	9	0	"201209"
"97"	2012	"BE"	139	64.0264	-165.9853	2012	9	18	"201209"
"98"	2012	"BE"	140	63.4811	-168.0028	2012	9	0	"201209"
"99"	2012	"BE"	142	63.4781	-167.0068	2012	9	194	"201209"
"100"	2012	"BE"	143	63.4844	-165.9984	2012	9	54	"201209"
"101"	2012	"BE"	148	62.9864	-166.0296	2012	9	34	"201209"
"102"	2012	"BE"	149	62.9812	-167.0175	2012	9	0	"201209"
"103"	2012	"BE"	150	63.063	-167.7149	2012	9	0	"201209"
"104"	2012	"BE"	151	62.489	-169.0283	2012	9	319	"201209"
"105"	2012	"BE"	152	62.4847	-167.9826	2012	9	674	"201209"
"106"	2012	"BE"	153	62.5035	-167.0265	2012	9	32	"201209"
"107"	2012	"BE"	155	61.9886	-167.0052	2012	9	0	"201209"
"108"	2012	"BE"	156	61.984	-167.9579	2012	9	7	"201209"
"109"	2012	"BE"	157	61.9827	-169.0127	2012	9	98	"201209"
"110"	2012	"BE"	158	61.4799	-169.0151	2012	9	24	"201209"
"111"	2012	"BE"	159	61.485	-167.9848	2012	9	4	"201209"
"112"	2012	"BE"	160	61.4829	-167.0028	2012	9	2	"201209"
"113"	2012	"BE"	161	61.0548	-167.0173	2012	9	0	"201209"
"114"	2012	"BE"	162	60.9879	-168.9737	2012	9	24	"201209"
"115"	2012	"BE"	163	60.9876	-168.0039	2012	9	7	"201209"
"116"	2012	"BE"	164	60.5444	-168.0077	2012	9	24	"201209"
"117"	2012	"BE"	165	60.487	-168.9802	2012	9	30	"201209"
"118"	2012	"BE"	166	60.5202	-167.0459	2012	9	1	"201209"
"119"	2012	"BE"	167	60.0038	-168.0242	2012	9	222	"201209"
